NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,http://www.nasdaq.com
NEE,"NextEra Energy, Inc.",Utilities,Utilities—Regulated Electric,http://www.nexteraenergy.com
NEM,Newmont Corporation,Basic Materials,Gold,http://www.newmont.com
NFLX,"Netflix, Inc.",Communication Services,Entertainment,http://www.netflix.com
NI,NiSource Inc.,Utilities,Utilities—Regulated Gas,http://www.nisource.com
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,http://www.nike.com
NLOK,NortonLifeLock Inc.,Technology,Software—Infrastructure,http://www.NortonLifeLock.com
NLSN,Nielsen Holdings plc,Industrials,Consulting Services,http://www.nielsen.com
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,http://www.northropgrumman.com
NOV,"National Oilwell Varco, Inc.",Energy,Oil & Gas Equipment & Services,http://www.nov.com
NOW,"ServiceNow, Inc.",Technology,Software—Application,http://www.servicenow.com
NRG,"NRG Energy, Inc.",Utilities,Utilities—Independent Power Producers,http://www.nrg.com
NSC,Norfolk Southern Corporation,Industrials,Railroads,http://www.norfolksouthern.com
NTAP,"NetApp, Inc.",Technology,Computer Hardware,http://www.netapp.com
NTRS,Northern Trust Corporation,Financial Services,Asset Management,http://www.northerntrust.com
NUE,Nucor Corporation,Basic Materials,Steel,http://www.nucor.com
NVDA,NVIDIA Corporation,Technology,Semiconductors,http://www.nvidia.com
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,http://www.nvrinc.com
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,http://www.newellbrands.com
NWS,News Corporation,Communication Services,Broadcasting,http://newscorp.com
NWSA,News Corporation,Communication Services,Broadcasting,http://newscorp.com
O,Realty Income Corporation,Real Estate,REIT—Retail,http://www.realtyincome.com
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,http://www.odfl.com
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,http://www.oneok.com
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,http://www.omnicomgroup.com
ORCL,Oracle Corporation,Technology,Software—Infrastructure,http://www.oracle.com
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,http://www.oreillyauto.com
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,http://www.otis.com
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,http://www.oxy.com
PAYC,"Paycom Software, Inc.",Technology,Software—Application,http://www.paycom.com
PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services,http://www.paychex.com
PBCT,"People's United Financial, Inc.",Financial Services,Banks—Regional,http://www.peoples.com
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,http://www.paccar.com
PEAK,"Healthpeak Properties, Inc.",Real Estate,REIT—Healthcare Facilities,http://www.healthpeak.com
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities—Diversified,http://www.pseg.com
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages—Non-Alcoholic,http://www.pepsico.com
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers—General,http://www.pfizer.com
PFG,"Principal Financial Group, Inc.",Financial Services,Insurance—Diversified,http://www.principal.com
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,http://www.pginvestor.com
PGR,The Progressive Corporation,Financial Services,Insurance—Property & Casualty,http://www.progressive.com
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,http://www.parker.com
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,http://www.pultegroupinc.com
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,http://www.packagingcorp.com
PKI,"PerkinElmer, Inc.",Healthcare,Diagnostics & Research,http://www.perkinelmer.com
PLD,"Prologis, Inc.",Real Estate,REIT—Industrial,http://www.prologis.com
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,http://www.pmi.com
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks—Regional,http://www.pnc.com
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,http://www.pentair.com
PNW,Pinnacle West Capital Corporation,Utilities,Utilities—Regulated Electric,http://www.pinnaclewest.com
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,http://www.ppg.com
PPL,PPL Corporation,Utilities,Utilities—Regulated Electric,http://www.pplweb.com
PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers—Specialty & Generic,http://www.perrigo.com
PRU,"Prudential Financial, Inc.",Financial Services,Insurance—Life,http://www.prudential.com
PSA,Public Storage,Real Estate,REIT—Industrial,http://www.publicstorage.com
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,http://www.phillips66.com
PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,http://www.pvh.com
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,http://www.quantaservices.com
PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,http://www.pxd.com
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,http://www.paypal.com
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,http://www.qualcomm.com
QRVO,"Qorvo, Inc.",Technology,Semiconductors,http://www.qorvo.com
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,http://www.rclinvestor.com
RE,"Everest Re Group, Ltd.",Financial Services,Insurance—Reinsurance,http://www.everestre.com
REG,Regency Centers Corporation,Real Estate,REIT—Retail,http://www.regencycenters.com
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,http://www.regeneron.com
RF,Regions Financial Corporation,Financial Services,Banks—Regional,http://www.regions.com
RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,http://www.roberthalf.com
RJF,"Raymond James Financial, Inc.",Financial Services,Capital Markets,http://www.raymondjames.com
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,http://www.ralphlauren.com
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,http://www.resmed.com
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,http://www.rockwellautomation.com
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,http://www.rollins.com
ROP,"Roper Technologies, Inc.",Industrials,Specialty Industrial Machinery,http://www.ropertech.com
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,http://www.rossstores.com
RSG,"Republic Services, Inc.",Industrials,Waste Management,http://www.republicservices.com
RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,http://www.rtx.com
SBAC,SBA Communications Corporation,Real Estate,REIT—Specialty,http://www.sbasite.com
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,http://www.starbucks.com
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,http://www.schwab.com
SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,http://www.sealedair.com
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,http://www.sherwin-williams.com
SIVB,SVB Financial Group,Financial Services,Banks—Regional,http://www.svb.com
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,http://www.jmsmucker.com
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,http://www.slb.com
SLG,SL Green Realty Corp.,Real Estate,REIT—Office,http://www.slgreen.com
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,http://www.snapon.com
SNPS,"Synopsys, Inc.",Technology,Software—Infrastructure,http://www.synopsys.com
SO,The Southern Company,Utilities,Utilities—Regulated Electric,http://www.southerncompany.com
SPG,"Simon Property Group, Inc.",Real Estate,REIT—Retail,http://www.simon.com
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,http://www.spglobal.com
SRE,Sempra Energy,Utilities,Utilities—Diversified,http://www.sempra.com
STE,STERIS plc,Healthcare,Medical Instruments & Supplies,http://www.steris.com
STT,State Street Corporation,Financial Services,Asset Management,http://www.statestreet.com
STX,Seagate Technology plc,Technology,Computer Hardware,http://www.seagate.com
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages—Wineries & Distilleries,http://www.cbrands.com
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,http://www.stanleyblackanddecker.com
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,http://www.skyworksinc.com
SYF,Synchrony Financial,Financial Services,Credit Services,http://www.synchrony.com
SYK,Stryker Corporation,Healthcare,Medical Devices,http://www.stryker.com
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,http://www.sysco.com
T,AT&T Inc.,Communication Services,Telecom Services,http://www.att.com
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages—Brewers,http://www.molsoncoors.com
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,http://www.transdigm.com
TEL,TE Connectivity Ltd.,Technology,Electronic Components,http://www.te.com
TFC,Truist Financial Corporation,Financial Services,Banks—Regional,http://www.truist.com
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,http://www.teleflex.com
TGT,Target Corporation,Consumer Defensive,Discount Stores,http://investors.target.com
TIF,Tiffany & Co.,Consumer Cyclical,Luxury Goods,http://www.tiffany.com
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,http://www.tjx.com
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,http://www.t-mobile.com
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,http://www.tapestry.com
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,http://www.troweprice.com
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance—Property & Casualty,http://www.travelers.com
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,http://www.tractorsupply.com
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,http://www.tysonfoods.com
TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery,http://www.tranetechnologies.com
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,http://www.take2games.com
TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information,http://www.twitter.com
TXN,Texas Instruments Incorporated,Technology,Semiconductors,http://www.ti.com
TXT,Textron Inc.,Industrials,Aerospace & Defense,http://www.textron.com
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,http://www.underarmour.com
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,http://www.underarmour.com
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,http://www.united.com
UDR,"UDR, Inc.",Real Estate,REIT—Residential,http://www.udr.com
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,http://www.uhsinc.com
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,http://www.ulta.com
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,http://www.unitedhealthgroup.com
UNM,Unum Group,Financial Services,Insurance—Life,http://www.unum.com
UNP,Union Pacific Corporation,Industrials,Railroads,http://www.up.com
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,http://www.ups.com
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,http://www.unitedrentals.com
USB,U.S. Bancorp,Financial Services,Banks—Regional,http://www.usbank.com
V,Visa Inc.,Financial Services,Credit Services,http://usa.visa.com
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,http://www.varian.com
VFC,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,http://www.vfc.com
VIAC,ViacomCBS Inc.,Communication Services,Entertainment,http://www.viacbs.com
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,http://www.valero.com
VMC,Vulcan Materials Company,Basic Materials,Building Materials,http://www.vulcanmaterials.com
VNO,Vornado Realty Trust,Real Estate,REIT—Office,http://www.vno.com
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,http://www.verisk.com
VRSN,"VeriSign, Inc.",Technology,Software—Infrastructure,http://www.verisign.com
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,http://www.vrtx.com
VTR,"Ventas, Inc.",Real Estate,REIT—Healthcare Facilities,http://www.ventasreit.com
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,http://www.verizon.com
WAB,Wabtec Corporation,Industrials,Railroads,http://www.wabtec.com
WAT,Waters Corporation,Healthcare,Diagnostics & Research,http://www.waters.com
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,http://www.walgreensbootsalliance.com
WDC,Western Digital Corporation,Technology,Computer Hardware,http://www.westerndigital.com
WEC,"WEC Energy Group, Inc.",Utilities,Utilities—Regulated Electric,http://www.wecenergygroup.com
WELL,Welltower Inc.,Real Estate,REIT—Healthcare Facilities,http://www.welltower.com
WFC,Wells Fargo & Company,Financial Services,Banks—Diversified,http://www.wellsfargo.com
WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",http://www.whirlpoolcorp.com
WLTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,http://www.willistowerswatson.com
WM,"Waste Management, Inc.",Industrials,Waste Management,http://www.wm.com
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,http://co.williams.com
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,http://www.stock.walmart.com
WRB,W. R. Berkley Corporation,Financial Services,Insurance—Property & Casualty,http://www.berkley.com
WRK,WestRock Company,Consumer Cyclical,Packaging & Containers,http://www.westrock.com
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,http://www.westpharma.com
WU,The Western Union Company,Financial Services,Credit Services,http://www.westernunion.com
WY,Weyerhaeuser Company,Real Estate,REIT—Specialty,http://www.weyerhaeuser.com
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,http://www.wynnresorts.com
XEL,Xcel Energy Inc.,Utilities,Utilities—Regulated Electric,http://www.xcelenergy.com
XLNX,"Xilinx, Inc.",Technology,Semiconductors,http://www.xilinx.com
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,http://corporate.exxonmobil.com
XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,http://www.dentsplysirona.com
XRX,Xerox Holdings Corporation,Technology,Information Technology Services,http://www.xerox.com
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,http://www.xylem.com
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,http://www.yum.com
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,http://www.zimmerbiomet.com
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,http://www.zebra.com
ZION,"Zions Bancorporation, National Association",Financial Services,Banks—Regional,http://www.zionsbancorporation.com
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,http://www.zoetis.com
