DRE,Duke Realty Corporation,Real Estate,REIT—Industrial,http://www.dukerealty.com
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,http://www.darden.com
DTE,DTE Energy Company,Utilities,Utilities—Regulated Electric,http://newlook.dteenergy.com
DUK,Duke Energy Corporation,Utilities,Utilities—Regulated Electric,http://www.duke-energy.com
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,http://www.davita.com
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,http://www.devonenergy.com
DXC,DXC Technology Company,Technology,Information Technology Services,http://www.dxc.technology
DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,http://www.dexcom.com
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,http://www.ea.com
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,http://www.ebayinc.com
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,http://www.ecolab.com
ED,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric,http://www.conedison.com
EFX,Equifax Inc.,Industrials,Consulting Services,http://www.equifax.com
EIX,Edison International,Utilities,Utilities—Regulated Electric,http://www.edison.com
EL,The Estee Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,http://www.elcompanies.com
EMN,Eastman Chemical Company,Basic Materials,Chemicals,http://www.eastman.com
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,http://www.emerson.com
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,http://www.eogresources.com
EQIX,"Equinix, Inc. (REIT)",Real Estate,REIT—Specialty,http://www.equinix.com
EQR,Equity Residential,Real Estate,REIT—Residential,http://www.equityapartments.com
ES,Eversource Energy,Utilities,Utilities—Regulated Electric,http://www.eversource.com
ESS,"Essex Property Trust, Inc.",Real Estate,REIT—Residential,http://www.essexapartmenthomes.com
ETFC,E*TRADE Financial Corporation,Financial Services,Capital Markets,http://about.etrade.com
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,http://www.eaton.com
ETR,Entergy Corporation,Utilities,Utilities—Diversified,http://www.entergy.com
EVRG,"Evergy, Inc.",Utilities,Utilities—Regulated Electric,http://www.evergyinc.com
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,http://www.edwards.com
EXC,Exelon Corporation,Utilities,Utilities—Diversified,http://www.exeloncorp.com
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,http://www.expeditors.com
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,http://www.expediagroup.com
EXR,Extra Space Storage Inc.,Real Estate,REIT—Industrial,http://www.extraspace.com
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,http://www.ford.com
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,http://www.diamondbackenergy.com
FAST,Fastenal Company,Industrials,Industrial Distribution,http://www.fastenal.com
FB,"Facebook, Inc.",Communication Services,Internet Content & Information,http://investor.fb.com
FBHS,"Fortune Brands Home & Security, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",http://www.fbhs.com
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,http://www.fcx.com
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,http://www.fedex.com
FE,FirstEnergy Corp.,Utilities,Utilities—Diversified,http://www.firstenergycorp.com
FFIV,"F5 Networks, Inc.",Technology,Software—Infrastructure,http://www.f5.com
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,http://www.fisglobal.com
FISV,"Fiserv, Inc.",Technology,Information Technology Services,http://www.fiserv.com
FITB,Fifth Third Bancorp,Financial Services,Banks—Regional,http://www.53.com
FLIR,"FLIR Systems, Inc.",Technology,Scientific & Technical Instruments,http://www.flir.com
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,http://www.flowserve.com
FLT,"FLEETCOR Technologies, Inc.",Technology,Information Technology Services,http://www.fleetcor.com
FMC,FMC Corporation,Basic Materials,Agricultural Inputs,http://www.fmc.com
FOX,Fox Corporation,Communication Services,Broadcasting,http://www.foxcorporation.com
FOXA,Fox Corporation,Communication Services,Broadcasting,http://www.foxcorporation.com
FRC,First Republic Bank,Financial Services,Banks—Regional,http://www.firstrepublic.com
FRT,Federal Realty Investment Trust,Real Estate,REIT—Retail,http://www.federalrealty.com
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,http://www.technipfmc.com
FTNT,"Fortinet, Inc.",Technology,Software—Infrastructure,http://www.fortinet.com
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,http://www.fortive.com
GE,General Electric Company,Industrials,Specialty Industrial Machinery,http://www.ge.com
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers—General,http://www.gilead.com
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,http://www.generalmills.com
GL,Globe Life Inc.,Financial Services,Insurance—Life,http://www.globelifeinsurance.com
GLW,Corning Incorporated,Technology,Electronic Components,http://www.corning.com
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,http://www.gm.com
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,http://www.abc.xyz
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,http://www.abc.xyz
GPC,Genuine Parts Company,Consumer Cyclical,Specialty Retail,http://www.genpt.com
GPN,Global Payments Inc.,Industrials,Specialty Business Services,http://www.globalpaymentsinc.com
GPS,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,http://www.gapinc.com
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,http://www.garmin.com
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,http://www.goldmansachs.com
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,http://www.grainger.com
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,http://www.halliburton.com
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,http://www.hasbro.com
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks—Regional,http://www.huntington.com
HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,http://www.hanes.com
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,http://www.hcahealthcare.com
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,http://www.homedepot.com
HES,Hess Corporation,Energy,Oil & Gas E&P,http://www.hess.com
HFC,HollyFrontier Corporation,Energy,Oil & Gas Refining & Marketing,http://www.hollyfrontier.com
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,Insurance—Diversified,http://www.thehartford.com
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,http://www.huntingtoningalls.com
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,http://www.hilton.com
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,http://www.harley-davidson.com
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,http://www.hologic.com
HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,http://www.honeywell.com
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,http://www.hpe.com
HPQ,HP Inc.,Technology,Computer Hardware,http://www.hp.com
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,http://www.hrblock.com
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,http://www.hormelfoods.com
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,http://www.henryschein.com
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT—Hotel & Motel,http://www.hosthotels.com
HSY,The Hershey Company,Consumer Defensive,Confectioners,http://www.thehersheycompany.com
HUM,Humana Inc.,Healthcare,Healthcare Plans,http://www.humana.com
HWM,Howmet Aerospace Inc.,Industrials,Specialty Industrial Machinery,http://www.howmet.com
IBM,International Business Machines Corporation,Technology,Information Technology Services,http://www.ibm.com
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,http://www.intercontinentalexchange.com
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,http://www.idexx.com
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,http://www.idexcorp.com
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,http://www.iff.com
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,http://www.illumina.com
INCY,Incyte Corporation,Healthcare,Biotechnology,http://www.incyte.com
INFO,IHS Markit Ltd.,Industrials,Consulting Services,http://www.ihsmarkit.com
INTC,Intel Corporation,Technology,Semiconductors,http://www.intel.com
INTU,Intuit Inc.,Technology,Software—Application,http://www.intuit.com
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,http://www.internationalpaper.com
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,http://www.interpublic.com
IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,http://www.ipgphotonics.com
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,http://www.iqvia.com
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,http://www.irco.com
IRM,Iron Mountain Incorporated,Real Estate,REIT—Specialty,http://www.ironmountain.com
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,http://www.intuitive.com
IT,"Gartner, Inc.",Technology,Information Technology Services,http://www.gartner.com
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,http://www.itw.com
IVZ,Invesco Ltd.,Financial Services,Asset Management,http://www.invesco.com
J,Jacobs Engineering Group Inc.,Industrials,Engineering & Construction,http://www.jacobs.com
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,http://www.jbhunt.com
JCI,Johnson Controls International plc,Industrials,Engineering & Construction,http://www.johnsoncontrols.com
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,http://www.jackhenry.com
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers—General,http://www.jnj.com
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,http://www.juniper.net
JPM,JPMorgan Chase & Co.,Financial Services,Banks—Diversified,http://www.jpmorganchase.com
JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,http://shop.nordstrom.com
K,Kellogg Company,Consumer Defensive,Packaged Foods,http://www.kelloggcompany.com
KEY,KeyCorp,Financial Services,Banks—Regional,http://www.key.com
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,http://www.keysight.com
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,http://www.kraftheinzcompany.com
KIM,Kimco Realty Corporation,Real Estate,REIT—Retail,http://www.kimcorealty.com
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,http://www.kla.com
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,http://www.kimberly-clark.com
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,http://www.kindermorgan.com
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,http://www.carmax.com
KO,The Coca-Cola Company,Consumer Defensive,Beverages—Non-Alcoholic,http://www.coca-colacompany.com
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,http://www.thekrogerco.com
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,http://www.Kohls.com
KSU,Kansas City Southern,Industrials,Railroads,http://www.kcsouthern.com
L,Loews Corporation,Financial Services,Insurance—Property & Casualty,http://www.loews.com
LB,"L Brands, Inc.",Consumer Cyclical,Apparel Retail,http://www.lb.com
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,http://www.leidos.com
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",http://www.leggett.com
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,http://www.lennar.com
LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,http://www.labcorp.com
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,http://www.l3harris.com
LIN,Linde plc,Basic Materials,Specialty Chemicals,http://www.linde.com
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,http://www.lkqcorp.com
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers—General,http://www.lilly.com
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,http://www.lockheedmartin.com
LNC,Lincoln National Corporation,Financial Services,Insurance—Life,http://www.lfg.com
LNT,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric,http://www.alliantenergy.com
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,http://www.lowes.com
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,http://www.lamresearch.com
LUV,Southwest Airlines Co.,Industrials,Airlines,http://www.southwest.com
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,http://www.sands.com
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,http://www.lambweston.com
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,http://www.lyondellbasell.com
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,http://www.livenationentertainment.com
MA,Mastercard Incorporated,Financial Services,Credit Services,http://www.mastercard.com
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT—Residential,http://www.maac.com
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,http://www.marriott.com
MAS,Masco Corporation,Industrials,Building Products & Equipment,http://masco.com
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,http://corporate.mcdonalds.com
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,http://www.microchip.com
MCK,McKesson Corporation,Healthcare,Medical Distribution,http://www.mckesson.com
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,http://www.moodys.com
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,http://www.mondelezinternational.com
MDT,Medtronic plc,Healthcare,Medical Devices,http://www.medtronic.com
MET,"MetLife, Inc.",Financial Services,Insurance—Life,http://www.metlife.com
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,http://www.mgmresorts.com
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,http://www.mccormickcorporation.com
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,http://www.marketaxess.com
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,http://www.martinmarietta.com
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,http://www.mmc.com
MMM,3M Company,Industrials,Specialty Industrial Machinery,http://www.3m.com
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages—Non-Alcoholic,http://www.monsterbevcorp.com
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,http://www.altria.com
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,http://www.mosaicco.com
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,http://www.marathonpetroleum.com
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers—General,http://www.merck.com
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,http://www.marathonoil.com
MS,Morgan Stanley,Financial Services,Capital Markets,http://www.morganstanley.com
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,http://www.msci.com
MSFT,Microsoft Corporation,Technology,Software—Infrastructure,http://www.microsoft.com
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,http://www.motorolasolutions.com
MTB,M&T Bank Corporation,Financial Services,Banks—Regional,http://www.mtb.com
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,http://www.mt.com
MU,"Micron Technology, Inc.",Technology,Semiconductors,http://www.micron.com
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,http://www.maximintegrated.com
MYL,Mylan N.V.,Healthcare,Drug Manufacturers—Specialty & Generic,http://www.mylan.com
NBL,"Noble Energy, Inc.",Energy,Oil & Gas E&P,http://www.nblenergy.com
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,http://www.nclhltdinvestor.com
